codigo_provincia,provincia,codigo_departamento,departamento,codigo_partido,partido,lista_interna,agrupacion,votos
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,3010,COMPROMISO FEDERAL,LISTA -A- UNO DE NOSOTROS,504,624
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,3011,COMPROMISO FEDERAL,LISTA B - ACUERDO PATRIOTICO,504,406
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,3012,COMPROMISO FEDERAL,LISTA C - UPAU UNION PARA UNA ARGENTINA UNIDA,504,519
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,3013,COMPROMISO FEDERAL,LISTA D - TODOS UNIDOS,504,375
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,3014,COMPROMISO FEDERAL,LISTA E - UNIDOS ES MEJOR,504,407
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,3015,COMPROMISO FEDERAL,LISTA F - REFUNDACION DEMOCRATA CRISTIANA,504,487
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,9001,ELECTORES,,9001,184562
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,9002,VOTANTES,,9002,108425
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,9003,VOTOS IMPUGNADOS,,9003,59
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,9004,VOTOS BLANCOS,,9004,2201
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,9005,VOTOS NULOS,,9005,1894
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,9006,VOTOS RECURRIDOS,,9006,19
1,CIUDAD AUTÓNOMA BS.AS.,1,Comuna 1,9007,EMPADRONADOS,,9007,185263
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,8,PARTIDO FEDERAL,,8,164
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,68,NUEVA IZQUIERDA,,68,670
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,187,AUTODETERMINACION Y LIBERTAD,,187,2247
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,234,MOVIMIENTO AL SOCIALISMO,,234,596
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,324,PARTIDO FE,,324,280
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,325,MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION,,325,472
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,501,FRENTE PARA LA VICTORIA,,501,11440
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,503,UNION PRO,,503,36096
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,505,2960
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,506,CAMINO POPULAR,,506,1553
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3001,EL MOVIMIENTO,LISTA A - SEGURIDAD Y JUSTICIA PARA TODOS,262,542
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3002,EL MOVIMIENTO,LISTA B - REAFIRMACION,262,46
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3003,EL MOVIMIENTO,LISTA C - RECUPERACION DEMOCRATICA,262,35
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3004,EL MOVIMIENTO,LISTA D - RENOVACION,262,130
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3005,UNEN,LISTA JUNTOS,502,7603
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3006,UNEN,LISTA SUMA MAS,502,13552
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3007,UNEN,LISTA COALICION SUR,502,23267
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3008,UNEN,LISTA PRESIDENTE ILLIA,502,723
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3010,COMPROMISO FEDERAL,LISTA -A- UNO DE NOSOTROS,504,321
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3011,COMPROMISO FEDERAL,LISTA B - ACUERDO PATRIOTICO,504,176
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3012,COMPROMISO FEDERAL,LISTA C - UPAU UNION PARA UNA ARGENTINA UNIDA,504,443
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3013,COMPROMISO FEDERAL,LISTA D - TODOS UNIDOS,504,158
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3014,COMPROMISO FEDERAL,LISTA E - UNIDOS ES MEJOR,504,157
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,3015,COMPROMISO FEDERAL,LISTA F - REFUNDACION DEMOCRATA CRISTIANA,504,281
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,9001,ELECTORES,,9001,148509
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,9002,VOTANTES,,9002,90247
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,9003,VOTOS IMPUGNADOS,,9003,15
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,9004,VOTOS BLANCOS,,9004,1312
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,9005,VOTOS NULOS,,9005,1214
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,9006,VOTOS RECURRIDOS,,9006,16
1,CIUDAD AUTÓNOMA BS.AS.,2,Comuna 2,9007,EMPADRONADOS,,9007,149201
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,8,PARTIDO FEDERAL,,8,436
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,68,NUEVA IZQUIERDA,,68,1586
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,187,AUTODETERMINACION Y LIBERTAD,,187,4134
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,234,MOVIMIENTO AL SOCIALISMO,,234,1378
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,324,PARTIDO FE,,324,477
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,325,MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION,,325,815
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,501,FRENTE PARA LA VICTORIA,,501,25186
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,503,UNION PRO,,503,29880
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,505,5715
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,506,CAMINO POPULAR,,506,2823
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3001,EL MOVIMIENTO,LISTA A - SEGURIDAD Y JUSTICIA PARA TODOS,262,920
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3002,EL MOVIMIENTO,LISTA B - REAFIRMACION,262,106
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3003,EL MOVIMIENTO,LISTA C - RECUPERACION DEMOCRATICA,262,104
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3004,EL MOVIMIENTO,LISTA D - RENOVACION,262,355
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3005,UNEN,LISTA JUNTOS,502,4848
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3006,UNEN,LISTA SUMA MAS,502,12747
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3007,UNEN,LISTA COALICION SUR,502,19488
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3008,UNEN,LISTA PRESIDENTE ILLIA,502,1232
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3010,COMPROMISO FEDERAL,LISTA -A- UNO DE NOSOTROS,504,622
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3011,COMPROMISO FEDERAL,LISTA B - ACUERDO PATRIOTICO,504,438
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3012,COMPROMISO FEDERAL,LISTA C - UPAU UNION PARA UNA ARGENTINA UNIDA,504,463
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3013,COMPROMISO FEDERAL,LISTA D - TODOS UNIDOS,504,369
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3014,COMPROMISO FEDERAL,LISTA E - UNIDOS ES MEJOR,504,402
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,3015,COMPROMISO FEDERAL,LISTA F - REFUNDACION DEMOCRATA CRISTIANA,504,498
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,9001,ELECTORES,,9001,166796
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,9002,VOTANTES,,9002,114985
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,9003,VOTOS IMPUGNADOS,,9003,85
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,9004,VOTOS BLANCOS,,9004,2211
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,9005,VOTOS NULOS,,9005,1836
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,9006,VOTOS RECURRIDOS,,9006,50
1,CIUDAD AUTÓNOMA BS.AS.,3,Comuna 3,9007,EMPADRONADOS,,9007,167136
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,8,PARTIDO FEDERAL,,8,491
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,68,NUEVA IZQUIERDA,,68,1790
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,187,AUTODETERMINACION Y LIBERTAD,,187,3784
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,234,MOVIMIENTO AL SOCIALISMO,,234,1574
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,324,PARTIDO FE,,324,586
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,325,MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION,,325,1149
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,501,FRENTE PARA LA VICTORIA,,501,32401
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,503,UNION PRO,,503,37710
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,505,6101
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,506,CAMINO POPULAR,,506,2519
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3001,EL MOVIMIENTO,LISTA A - SEGURIDAD Y JUSTICIA PARA TODOS,262,1042
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3002,EL MOVIMIENTO,LISTA B - REAFIRMACION,262,187
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3003,EL MOVIMIENTO,LISTA C - RECUPERACION DEMOCRATICA,262,189
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3004,EL MOVIMIENTO,LISTA D - RENOVACION,262,578
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3005,UNEN,LISTA JUNTOS,502,3973
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3006,UNEN,LISTA SUMA MAS,502,12130
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3007,UNEN,LISTA COALICION SUR,502,17142
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3008,UNEN,LISTA PRESIDENTE ILLIA,502,1244
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3010,COMPROMISO FEDERAL,LISTA -A- UNO DE NOSOTROS,504,932
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3011,COMPROMISO FEDERAL,LISTA B - ACUERDO PATRIOTICO,504,635
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3012,COMPROMISO FEDERAL,LISTA C - UPAU UNION PARA UNA ARGENTINA UNIDA,504,534
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3013,COMPROMISO FEDERAL,LISTA D - TODOS UNIDOS,504,560
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3014,COMPROMISO FEDERAL,LISTA E - UNIDOS ES MEJOR,504,475
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,3015,COMPROMISO FEDERAL,LISTA F - REFUNDACION DEMOCRATA CRISTIANA,504,611
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,9001,ELECTORES,,9001,176065
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,9002,VOTANTES,,9002,122883
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,9003,VOTOS IMPUGNADOS,,9003,81
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,9004,VOTOS BLANCOS,,9004,2718
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,9005,VOTOS NULOS,,9005,2084
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,9006,VOTOS RECURRIDOS,,9006,35
1,CIUDAD AUTÓNOMA BS.AS.,4,Comuna 4,9007,EMPADRONADOS,,9007,177442
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,8,PARTIDO FEDERAL,,8,289
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,68,NUEVA IZQUIERDA,,68,1587
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,187,AUTODETERMINACION Y LIBERTAD,,187,4619
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,234,MOVIMIENTO AL SOCIALISMO,,234,1294
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,324,PARTIDO FE,,324,431
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,325,MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION,,325,930
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,501,FRENTE PARA LA VICTORIA,,501,24511
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,503,UNION PRO,,503,27951
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,505,5583
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,506,CAMINO POPULAR,,506,3475
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3001,EL MOVIMIENTO,LISTA A - SEGURIDAD Y JUSTICIA PARA TODOS,262,746
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3002,EL MOVIMIENTO,LISTA B - REAFIRMACION,262,91
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3003,EL MOVIMIENTO,LISTA C - RECUPERACION DEMOCRATICA,262,86
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3004,EL MOVIMIENTO,LISTA D - RENOVACION,262,292
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3005,UNEN,LISTA JUNTOS,502,5452
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3006,UNEN,LISTA SUMA MAS,502,15111
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3007,UNEN,LISTA COALICION SUR,502,20019
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3008,UNEN,LISTA PRESIDENTE ILLIA,502,1351
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3010,COMPROMISO FEDERAL,LISTA -A- UNO DE NOSOTROS,504,569
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3011,COMPROMISO FEDERAL,LISTA B - ACUERDO PATRIOTICO,504,421
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3012,COMPROMISO FEDERAL,LISTA C - UPAU UNION PARA UNA ARGENTINA UNIDA,504,435
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3013,COMPROMISO FEDERAL,LISTA D - TODOS UNIDOS,504,337
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3014,COMPROMISO FEDERAL,LISTA E - UNIDOS ES MEJOR,504,300
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,3015,COMPROMISO FEDERAL,LISTA F - REFUNDACION DEMOCRATA CRISTIANA,504,425
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,9001,ELECTORES,,9001,157397
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,9002,VOTANTES,,9002,117711
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,9003,VOTOS IMPUGNADOS,,9003,56
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,9004,VOTOS BLANCOS,,9004,1980
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,9005,VOTOS NULOS,,9005,1624
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,9006,VOTOS RECURRIDOS,,9006,29
1,CIUDAD AUTÓNOMA BS.AS.,5,Comuna 5,9007,EMPADRONADOS,,9007,157397
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,8,PARTIDO FEDERAL,,8,239
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,68,NUEVA IZQUIERDA,,68,1483
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,187,AUTODETERMINACION Y LIBERTAD,,187,4959
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,234,MOVIMIENTO AL SOCIALISMO,,234,1040
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,324,PARTIDO FE,,324,289
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,325,MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION,,325,643
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,501,FRENTE PARA LA VICTORIA,,501,20851
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,503,UNION PRO,,503,30182
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,505,5168
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,506,CAMINO POPULAR,,506,3607
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3001,EL MOVIMIENTO,LISTA A - SEGURIDAD Y JUSTICIA PARA TODOS,262,610
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3002,EL MOVIMIENTO,LISTA B - REAFIRMACION,262,56
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3003,EL MOVIMIENTO,LISTA C - RECUPERACION DEMOCRATICA,262,58
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3004,EL MOVIMIENTO,LISTA D - RENOVACION,262,174
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3005,UNEN,LISTA JUNTOS,502,6805
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3006,UNEN,LISTA SUMA MAS,502,18464
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3007,UNEN,LISTA COALICION SUR,502,23251
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3008,UNEN,LISTA PRESIDENTE ILLIA,502,1265
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3010,COMPROMISO FEDERAL,LISTA -A- UNO DE NOSOTROS,504,439
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3011,COMPROMISO FEDERAL,LISTA B - ACUERDO PATRIOTICO,504,282
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3012,COMPROMISO FEDERAL,LISTA C - UPAU UNION PARA UNA ARGENTINA UNIDA,504,333
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3013,COMPROMISO FEDERAL,LISTA D - TODOS UNIDOS,504,244
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3014,COMPROMISO FEDERAL,LISTA E - UNIDOS ES MEJOR,504,230
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,3015,COMPROMISO FEDERAL,LISTA F - REFUNDACION DEMOCRATA CRISTIANA,504,294
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,9001,ELECTORES,,9001,158518
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,9002,VOTANTES,,9002,109062
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,9003,VOTOS IMPUGNADOS,,9003,60
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,9004,VOTOS BLANCOS,,9004,1844
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,9005,VOTOS NULOS,,9005,1724
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,9006,VOTOS RECURRIDOS,,9006,30
1,CIUDAD AUTÓNOMA BS.AS.,6,Comuna 6,9007,EMPADRONADOS,,9007,158518
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,8,PARTIDO FEDERAL,,8,411
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,68,NUEVA IZQUIERDA,,68,1787
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,187,AUTODETERMINACION Y LIBERTAD,,187,4609
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,234,MOVIMIENTO AL SOCIALISMO,,234,1340
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,324,PARTIDO FE,,324,468
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,325,MOVIMIENTO UNIDAD DEL TRABAJO Y LA PRODUCCION,,325,1003
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,501,FRENTE PARA LA VICTORIA,,501,26977
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,503,UNION PRO,,503,32238
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,505,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,,505,5683
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,506,CAMINO POPULAR,,506,3233
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3001,EL MOVIMIENTO,LISTA A - SEGURIDAD Y JUSTICIA PARA TODOS,262,928
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3002,EL MOVIMIENTO,LISTA B - REAFIRMACION,262,138
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3003,EL MOVIMIENTO,LISTA C - RECUPERACION DEMOCRATICA,262,92
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3004,EL MOVIMIENTO,LISTA D - RENOVACION,262,332
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3005,UNEN,LISTA JUNTOS,502,5304
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3006,UNEN,LISTA SUMA MAS,502,16944
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3007,UNEN,LISTA COALICION SUR,502,22023
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3008,UNEN,LISTA PRESIDENTE ILLIA,502,1348
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3010,COMPROMISO FEDERAL,LISTA -A- UNO DE NOSOTROS,504,618
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3011,COMPROMISO FEDERAL,LISTA B - ACUERDO PATRIOTICO,504,466
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3012,COMPROMISO FEDERAL,LISTA C - UPAU UNION PARA UNA ARGENTINA UNIDA,504,417
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3013,COMPROMISO FEDERAL,LISTA D - TODOS UNIDOS,504,371
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3014,COMPROMISO FEDERAL,LISTA E - UNIDOS ES MEJOR,504,349
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,3015,COMPROMISO FEDERAL,LISTA F - REFUNDACION DEMOCRATA CRISTIANA,504,519
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,9001,ELECTORES,,9001,171863
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,9002,VOTANTES,,9002,116048
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,9003,VOTOS IMPUGNADOS,,9003,114
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,9004,VOTOS BLANCOS,,9004,2357
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,9005,VOTOS NULOS,,9005,1966
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,9006,VOTOS RECURRIDOS,,9006,43
1,CIUDAD AUTÓNOMA BS.AS.,7,Comuna 7,9007,EMPADRONADOS,,9007,172213
1,CIUDAD AUTÓNOMA BS.AS.,8,Comuna 8,8,PARTIDO FEDERAL,,8,414
1,CIUDAD AUTÓNOMA BS.AS.,8,Comuna 8,68,NUEVA IZQUIERDA,,68,1372
1,CIUDAD AUTÓNOMA BS.AS.,8,Comuna 8,187,AUTODETERMINACION Y LIBERTAD,,187,2472
1,CIUDAD AUTÓNOMA BS.AS.,8,Comuna 8,234,MOVIMIENTO AL SOCIALISMO,,234,1191
